Supplier_Name,CFN (REF),Material_Description,Manufacturer Name
Enovis Slovakia s. r. o.,4110.55.332,FRIENDLY Hip System - Prox. Centralizer #3 Left - PMMA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4110.55.334,FRIENDLY Hip System - Prox. Centralizer #3 Right - PMMA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4110.55.500,FRIENDLY Hip System - Distal Hood - PMMA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.210,FRIENDLY Short Hip - Femoral Stem #0 125° Lateralized H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.220,FRIENDLY Short Hip - Femoral Stem #1 125° Lateralized H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.230,FRIENDLY Short Hip - Femoral Stem #2 125° Lateralized H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.240,FRIENDLY Short Hip - Femoral Stem #3 125° Lateralized H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.310,FRIENDLY Short Hip - Femoral Stem #0 132° Standard H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.320,FRIENDLY Short Hip - Femoral Stem #1 132° Standard H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.330,FRIENDLY Short Hip - Femoral Stem #2 132° Standard H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.07.340,FRIENDLY Short Hip - Femoral Stem #3 132° Standard H.80 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.414,FRIENDLY Short - Plug and Distal Centralizer Dia.14 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.415,FRIENDLY Short - Plug and Distal Centralizer Dia.15 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.416,FRIENDLY Short - Plug and Distal Centralizer Dia.16 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.417,FRIENDLY Short - Plug and Distal Centralizer Dia.17 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.418,FRIENDLY Short - Plug and Distal Centralizer Dia.18 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.419,FRIENDLY Short - Plug and Distal Centralizer Dia.19 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.420,FRIENDLY Short - Plug and Distal Centralizer Dia.20 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.421,FRIENDLY Short - Plug and Distal Centralizer Dia.21 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.422,FRIENDLY Short - Plug and Distal Centralizer Dia.22 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.423,FRIENDLY Short - Plug and Distal Centralizer Dia.23 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.424,FRIENDLY Short - Plug and Distal Centralizer Dia.24 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.425,FRIENDLY Short - Plug and Distal Centralizer Dia.25 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.50.426,FRIENDLY Short - Plug and Distal Centralizer Dia.26 mm - PMMA + UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4115.55.500,FRIENDLY Short - Distal Centralizer - PMMA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.080,H-MAX S Hip - Standard Femoral Stem Cementless #8 H.130 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.090,H-MAX S Hip - Standard Femoral Stem Cementless #9 H.135 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.100,H-MAX S Hip - Standard Femoral Stem Cementless #10 H.140 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.110,H-MAX S Hip - Standard Femoral Stem Cementless #11 H.145 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.120,H-MAX S Hip - Standard Femoral Stem Cementless #12 H.150 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.130,H-MAX S Hip - Standard Femoral Stem Cementless #13 H.155 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.140,H-MAX S Hip - Standard Femoral Stem Cementless #14 H.160 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.150,H-MAX S Hip - Standard Femoral Stem Cementless #15 H.165 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.160,H-MAX S Hip - Standard Femoral Stem Cementless #16 H.170 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.170,H-MAX S Hip - Standard Femoral Stem Cementless #17 H.175 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4250.20.180,H-MAX S Hip - Standard Femoral Stem Cementless #18 H.180 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.080,H-MAX S Hip - Lateralized Femoral Stem Cementless #8 H.130 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.090,H-MAX S Hip - Lateralized Femoral Stem Cementless #9 H.135 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.100,H-MAX S Hip - Lateralized Femoral Stem Cementless #10 H.140 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.110,H-MAX S Hip - Lateralized Femoral Stem Cementless #11 H.145 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.120,H-MAX S Hip - Lateralized Femoral Stem Cementless #12 H.150 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.130,H-MAX S Hip - Lateralized Femoral Stem Cementless #13 H.155 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.140,H-MAX S Hip - Lateralized Femoral Stem Cementless #14 H.160 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.150,H-MAX S Hip - Lateralized Femoral Stem Cementless #15 H.165 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.160,H-MAX S Hip - Lateralized Femoral Stem Cementless #16 H.170 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.170,H-MAX S Hip - Lateralized Femoral Stem Cementless #17 H.175 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4251.20.180,H-MAX S Hip - Lateralized Femoral Stem Cementless #18 H.180 mm Taper 12/14 - Ti6Al4V + HA,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.090,H-MAX C Hip - Standard Femoral Stem #9 H.134 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.100,H-MAX C Hip - Standard Femoral Stem #10 H.139 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.110,H-MAX C Hip - Standard Femoral Stem #11 H.144 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.120,H-MAX C Hip - Standard Femoral Stem #12 H.149 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.130,H-MAX C Hip - Standard Femoral Stem #13 H.154 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.140,H-MAX C Hip - Standard Femoral Stem #14 H.159 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.150,H-MAX C Hip - Standard Femoral Stem #15 H.164 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.160,H-MAX C Hip - Standard Femoral Stem #16 H.169 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.170,H-MAX C Hip - Standard Femoral Stem #17 H.174 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4260.07.180,H-MAX C Hip - Standard Femoral Stem #18 H.179 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.090,H-MAX C Hip - Lateralized Femoral Stem #9 H.134 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.100,H-MAX C Hip - Lateralized Femoral Stem #10 H.139 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.110,H-MAX C Hip - Lateralized Femoral Stem #11 H.144 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.120,H-MAX C Hip - Lateralized Femoral Stem #12 H.149 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.130,H-MAX C Hip - Lateralized Femoral Stem #13 H.154 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.140,H-MAX C Hip - Lateralized Femoral Stem #14 H.159 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.150,H-MAX C Hip - Lateralized Femoral Stem #15 H.164 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.160,H-MAX C Hip - Lateralized Femoral Stem #16 H.169 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.170,H-MAX C Hip - Lateralized Femoral Stem #17 H.174 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4261.07.180,H-MAX C Hip - Lateralized Femoral Stem #18 H.179 mm Taper 12/14 - FeCrNiMnMoNbN,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.010,MODULUS Hip - Modular Stem Dia.13 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.020,MODULUS Hip - Modular Stem Dia.14 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.030,MODULUS Hip - Modular Stem Dia.15 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.045,MODULUS Hip - Modular Stem Dia.16 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.050,MODULUS Hip - Modular Stem Dia.17 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.060,MODULUS Hip - Modular Stem Dia.18 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.070,MODULUS Hip - Modular Stem Dia.19 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.080,MODULUS Hip - Modular Stem Dia.20 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.090,MODULUS Hip - Modular Stem Dia.21 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.100,MODULUS Hip - Modular Stem Dia.22 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.110,MODULUS Hip - Modular Stem Dia.23 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.120,MODULUS Hip - Modular Stem Dia.24 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.130,MODULUS Hip - Modular Stem Dia.25 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4310.15.140,MODULUS Hip - Modular Stem Dia.26 mm Taper A - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.160,MODULUS-R Hip - Femoral Stem Dia.16 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.170,MODULUS-R Hip - Femoral Stem Dia.17 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.180,MODULUS-R Hip - Femoral Stem Dia.18 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.190,MODULUS-R Hip - Femoral Stem Dia.19 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.200,MODULUS-R Hip - Femoral Stem Dia.20 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.210,MODULUS-R Hip - Femoral Stem Dia.21 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.220,MODULUS-R Hip - Femoral Stem Dia.22 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.230,MODULUS-R Hip - Femoral Stem Dia.23 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.240,MODULUS-R Hip - Femoral Stem Dia.24 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.250,MODULUS-R Hip - Femoral Stem Dia.25 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4330.15.260,MODULUS-R Hip - Femoral Stem Dia.26 mm H.120 mm Taper B - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.010,MINIMA S Hip - Standard Femoral Stem Cementless #1 H.82 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.020,MINIMA S Hip - Standard Femoral Stem Cementless #2 H.85 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.030,MINIMA S Hip - Standard Femoral Stem Cementless #3 H.88 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.040,MINIMA S Hip - Standard Femoral Stem Cementless #4 H.91 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.050,MINIMA S Hip - Standard Femoral Stem Cementless #5 H.94 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.060,MINIMA S Hip - Standard Femoral Stem Cementless #6 H.97 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.070,MINIMA S Hip - Standard Femoral Stem Cementless #7 H.100 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.080,MINIMA S Hip - Standard Femoral Stem Cementless #8 H.103 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.090,MINIMA S Hip - Standard Femoral Stem Cementless #9 H.106 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.100,MINIMA S Hip - Standard Femoral Stem Cementless #10 H.110 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.110,MINIMA S Hip - Standard Femoral Stem Cementless #11 H.114 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4503.21.120,MINIMA S Hip - Standard Femoral Stem Cementless #12 H.118 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.010,MINIMA S Hip - Lateralized Femoral Stem Cementless #1 H.82 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.020,MINIMA S Hip - Lateralized Femoral Stem Cementless #2 H.85 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.030,MINIMA S Hip - Lateralized Femoral Stem Cementless #3 H.88 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.040,MINIMA S Hip - Lateralized Femoral Stem Cementless #4 H.91 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.050,MINIMA S Hip - Lateralized Femoral Stem Cementless #5 H.94 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.060,MINIMA S Hip - Lateralized Femoral Stem Cementless #6 H.97 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.070,MINIMA S Hip - Lateralized Femoral Stem Cementless #7 H.100 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.080,MINIMA S Hip - Lateralized Femoral Stem Cementless #8 H.103 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.090,MINIMA S Hip - Lateralized Femoral Stem Cementless #9 H.106 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.100,MINIMA S Hip - Lateralized Femoral Stem Cementless #10 H.110 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.110,MINIMA S Hip - Lateralized Femoral Stem Cementless #11 H.114 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,4504.21.120,MINIMA S Hip - Lateralized Femoral Stem Cementless #12 H.118 mm Taper 12/14 - Ti6Al4V + PoroTi,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.221,Femoral Modular Head - Dia.22 mm S Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.222,Femoral Modular Head - Dia.22 mm M Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.223,Femoral Modular Head - Dia.22 mm L Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.281,Femoral Modular Head - Dia.28 mm S Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.282,Femoral Modular Head - Dia.28 mm M Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.283,Femoral Modular Head - Dia.28 mm L Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.284,Femoral Modular Head - Dia.28 mm XL Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.285,Femoral Modular Head - Dia.28 mm XXL Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.286,Femoral Modular Head - Dia.28 mm XXXL Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.321,Femoral Modular Head - Dia.32 mm S Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.322,Femoral Modular Head - Dia.32 mm M Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.323,Femoral Modular Head - Dia.32 mm L Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.324,Femoral Modular Head - Dia.32 mm XL Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.325,Femoral Modular Head - Dia.32 mm XXL Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.05.326,Femoral Modular Head - Dia.32 mm XXXL Taper 12/14 - AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.221,Femoral Modular Head - Dia.22 mm S Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.222,Femoral Modular Head - Dia.22 mm M Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.223,Femoral Modular Head - Dia.22 mm L Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.281,Femoral Modular Head - Dia.28 mm S Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.282,Femoral Modular Head - Dia.28 mm M Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.283,Femoral Modular Head - Dia.28 mm L Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.284,Femoral Modular Head - Dia.28 mm XL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.285,Femoral Modular Head - Dia.28 mm XXL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.286,Femoral Modular Head - Dia.28 mm XXXL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.321,Femoral Modular Head - Dia.32 mm S Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.322,Femoral Modular Head - Dia.32 mm M Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.323,Femoral Modular Head - Dia.32 mm L Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.324,Femoral Modular Head - Dia.32 mm XL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.325,Femoral Modular Head - Dia.32 mm XXL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.326,Femoral Modular Head - Dia.32 mm XXXL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.361,Femoral Modular Head - Dia.36 mm S Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.362,Femoral Modular Head - Dia.36 mm M Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.363,Femoral Modular Head - Dia.36 mm L Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.364,Femoral Modular Head - Dia.36 mm XL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.365,Femoral Modular Head - Dia.36 mm XXL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.09.366,Femoral Modular Head - Dia.36 mm XXXL Taper 12/14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.021,Femoral Modular Revision Head - Dia.28 mm S Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.022,Femoral Modular Revision Head - Dia.28 mm M Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.023,Femoral Modular Revision Head - Dia.28 mm L Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.024,Femoral Modular Revision Head - Dia.28 mm XL Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.031,Femoral Modular Revision Head - Dia.32 mm S Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.032,Femoral Modular Revision Head - Dia.32 mm M Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.033,Femoral Modular Revision Head - Dia.32 mm L Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.034,Femoral Modular Revision Head - Dia.32 mm XL Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.041,Femoral Modular Revision Head - Dia.36 mm S Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.042,Femoral Modular Revision Head - Dia.36 mm M Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.043,Femoral Modular Revision Head - Dia.36 mm L Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.044,Femoral Modular Revision Head - Dia.36 mm XL Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.051,Femoral Modular Revision Head - Dia.40 mm S Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.052,Femoral Modular Revision Head - Dia.40 mm M Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.053,Femoral Modular Revision Head - Dia.40 mm L Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,5010.42.054,Femoral Modular Revision Head - Dia.40 mm XL Taper 12/14 - Biolox Delta + Ti6Al4V,Limacorporate S.p.A.
